g6_m_aa,G6 AFRICAN-AMERICAN MALE,,,
g6_m_hw,G6 NATIVE HAWAIIAN MALE,,,
g6_m_wh,G6 WHITE MALE,,,
g6_m_hs,G6 HISPANIC MALE,,,
g6_m_mr,G6 MULTIRACIAL MALE,,,
g6_f_ai,G6 AMERICAN INDIAN FEMALE,,,
g6_f_as,G6 ASIAN FEMALE,,,
g6_f_aa,G6 AFRICAN-AMERICAN FEMALE,,,
g6_f_hw,G6 NATIVE HAWAIIAN FEMALE,,,
g6_f_wh,G6 WHITE FEMALE,,,
g6_f_hs,G6 HISPANIC FEMALE,,,
g6_f_mr,G6 MULTIRACIAL FEMALE,,,
g7_m_ai,G7 AMERICAN INDIAN MALE,,,
g7_m_as,G7 ASIAN MALE,,,
g7_m_aa,G7 AFRICAN-AMERICAN MALE,,,
g7_m_hw,G7 NATIVE HAWAIIAN MALE,,,
g7_m_wh,G7 WHITE MALE,,,
g7_m_hs,G7 HISPANIC MALE,,,
g7_m_mr,G7 MULTIRACIAL MALE,,,
g7_f_ai,G7 AMERICAN INDIAN FEMALE,,,
g7_f_as,G7 ASIAN FEMALE,,,
g7_f_aa,G7 AFRICAN-AMERICAN FEMALE,,,
g7_f_hw,G7 NATIVE HAWAIIAN FEMALE,,,
g7_f_wh,G7 WHITE FEMALE,,,
g7_f_hs,G7 HISPANIC FEMALE,,,
g7_f_mr,G7 MULTIRACIAL FEMALE,,,
g8_m_ai,G8 AMERICAN INDIAN MALE,,,
g8_m_as,G8 ASIAN MALE,,,
g8_m_aa,G8 AFRICAN-AMERICAN MALE,,,
g8_m_hw,G8 NATIVE HAWAIIAN MALE,,,
g8_m_wh,G8 WHITE MALE,,,
g8_m_hs,G8 HISPANIC MALE,,,
g8_m_mr,G8 MULTIRACIAL MALE,,,
g8_f_ai,G8 AMERICAN INDIAN FEMALE,,,
g8_f_as,G8 ASIAN FEMALE,,,
g8_f_aa,G8 AFRICAN-AMERICAN FEMALE,,,
g8_f_hw,G8 NATIVE HAWAIIAN FEMALE,,,
g8_f_wh,G8 WHITE FEMALE,,,
g8_f_hs,G8 HISPANIC FEMALE,,,
g8_f_mr,G8 MULTIRACIAL FEMALE,,,
g9_m_ai,G9 AMERICAN INDIAN MALE,,,
g9_m_as,G9 ASIAN MALE,,,
g9_m_aa,G9 AFRICAN-AMERICAN MALE,,,
g9_m_hw,G9 NATIVE HAWAIIAN MALE,,,
g9_m_wh,G9 WHITE MALE,,,
g9_m_hs,G9 HISPANIC MALE,,,
g9_m_mr,G9 MULTIRACIAL MALE,,,
g9_f_ai,G9 AMERICAN INDIAN FEMALE,,,
g9_f_as,G9 ASIAN FEMALE,,,
g9_f_aa,G9 AFRICAN-AMERICAN FEMALE,,,
g9_f_hw,G9 NATIVE HAWAIIAN FEMALE,,,
g9_f_wh,G9 WHITE FEMALE,,,
g9_f_hs,G9 HISPANIC FEMALE,,,
g9_f_mr,G9 MULTIRACIAL FEMALE,,,
g10_m_ai,G10 AMERICAN INDIAN MALE,,,
g10_m_as,G10 ASIAN MALE,,,
g10_m_aa,G10 AFRICAN-AMERICAN MALE,,,
g10_m_hw,G10 NATIVE HAWAIIAN MALE,,,
g10_m_wh,G10 WHITE MALE,,,
g10_m_hs,G10 HISPANIC MALE,,,
g10_m_mr,G10 MULTIRACIAL MALE,,,
g10_f_ai,G10 AMERICAN INDIAN FEMALE,,,
g10_f_as,G10 ASIAN FEMALE,,,
g10_f_aa,G10 AFRICAN-AMERICAN FEMALE,,,
g10_f_hw,G10 NATIVE HAWAIIAN FEMALE,,,
g10_f_wh,G10 WHITE FEMALE,,,
g10_f_hs,G10 HISPANIC FEMALE,,,
g10_f_mr,G10 MULTIRACIAL FEMALE,,,
g11_m_ai,G11 AMERICAN INDIAN MALE,,,
g11_m_as,G11 ASIAN MALE,,,
g11_m_aa,G11 AFRICAN-AMERICAN MALE,,,
g11_m_hw,G11 NATIVE HAWAIIAN MALE,,,
g11_m_wh,G11 WHITE MALE,,,
g11_m_hs,G11 HISPANIC MALE,,,
g11_m_mr,G11 MULTIRACIAL MALE,,,
g11_f_ai,G11 AMERICAN INDIAN FEMALE,,,
g11_f_as,G11 ASIAN FEMALE,,,
g11_f_aa,G11 AFRICAN-AMERICAN FEMALE,,,
g11_f_hw,G11 NATIVE HAWAIIAN FEMALE,,,
g11_f_wh,G11 WHITE FEMALE,,,
g11_f_hs,G11 HISPANIC FEMALE,,,
g11_f_mr,G11 MULTIRACIAL FEMALE,,,
g12_m_ai,G12 AMERICAN INDIAN MALE,,,
g12_m_as,G12 ASIAN MALE,,,
g12_m_aa,G12 AFRICAN-AMERICAN MALE,,,
g12_m_hw,G12 NATIVE HAWAIIAN MALE,,,
g12_m_wh,G12 WHITE MALE,,,
g12_m_hs,G12 HISPANIC MALE,,,
g12_m_mr,G12 MULTIRACIAL MALE,,,
g12_f_ai,G12 AMERICAN INDIAN FEMALE,,,
g12_f_as,G12 ASIAN FEMALE,,,
g12_f_aa,G12 AFRICAN-AMERICAN FEMALE,,,
g12_f_hw,G12 NATIVE HAWAIIAN FEMALE,,,
g12_f_wh,G12 WHITE FEMALE,,,
g12_f_hs,G12 HISPANIC FEMALE,,,
g12_f_mr,G12 MULTIRACIAL FEMALE,,,
k_m_tot,* KINDERGARTEN TOTAL MALE,,,
k_f_tot,* KINDERGARTEN TOTAL FEMALE,,,
g1_m_tot,* G1 TOTAL MALE,,,
g1_f_tot,* G1 TOTAL FEMALE,,,
g2_m_tot,* G2 TOTAL MALE,,,
g2_f_tot,* G2 TOTAL FEMALE,,,
g3_m_tot,* G3 TOTAL MALE,,,
g3_f_tot,* G3 TOTAL FEMALE,,,
g4_m_tot,* G4 TOTAL MALE,,,
g4_f_tot,* G4 TOTAL FEMALE,,,
g5_m_tot,* G5 TOTAL MALE,,,
g5_f_tot,* G5 TOTAL FEMALE,,,
g6_m_tot,* G6 TOTAL MALE,,,
g6_f_tot,* G6 TOTAL FEMALE,,,
g7_m_tot,* G7 TOTAL MALE,,,
g7_f_tot,* G7 TOTAL FEMALE,,,
g8_m_tot,* G8 TOTAL MALE,,,
g8_f_tot,* G8 TOTAL FEMALE,,,
g9_m_tot,* G9 TOTAL MALE,,,
g9_f_tot,* G9 TOTAL FEMALE,,,
g10_mtot,* G10 TOTAL MALE,,,
g10_ftot,* G10 TOTAL FEMALE,,,
g11_mtot,* G11 TOTAL MALE,,,
g11_ftot,* G11 TOTAL FEMALE,,,
g12_mtot,* G12 TOTAL MALE,,,
g12_ftot,* G12 TOTAL FEMALE,,,
k_totl,* KINDERGARTEN TOTAL ENROLLMENT ,,,
g1_totl,* G1 TOTAL ENROLLMENT ,,,
g2_totl,* G2 TOTAL ENROLLMENT ,,,
g3_totl,* G3 TOTAL ENROLLMENT ,,,
g4_totl,* G4 TOTAL ENROLLMENT ,,,
g5_totl,* G5 TOTAL ENROLLMENT ,,,
g6_totl,* G6 TOTAL ENROLLMENT ,,,
g7_totl,* G7 TOTAL ENROLLMENT ,,,
g8_totl,* G8 TOTAL ENROLLMENT ,,,
g9_totl,* G9 TOTAL ENROLLMENT ,,,
g10_totl,* G10 TOTAL ENROLLMENT ,,,
g11_totl,* G11 TOTAL ENROLLMENT ,,,
g12_totl,* G12 TOTAL ENROLLMENT ,,,
tot_all,*K-12 GRAND TOTAL ENROLLMENT,,,
